,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea,SPS
CCOC(=O)c1cc(OC)ccc1,11.23505007558579,11.23505007558579,0.31814814814814785,-0.31814814814814785,0.6659696050593361,9.384615384615385,180.203,168.10699999999997,180.078644244,70.0,0.0,0.3377467329381252,-0.49674121496528095,0.49674121496528095,0.3377467329381252,1.4615384615384615,2.230769230769231,2.8461538461538463,16.532451141371993,10.19293772509038,2.0546080995929965,-2.028821476748844,2.1252481426609724,-2.038138859879226,5.892982490951943,0.05257275268083672,2.1826393132747617,2.817571544839129,293.9762618127396,9.681798275874712,7.741252729336641,7.741252729336641,6.274386907679233,4.087769846986937,4.087769846986937,2.4524260443736936,2.4524260443736936,1.5808723467873307,1.5808723467873307,0.9644691491940975,0.9644691491940975,-1.5099999999999998,962.54393715417,9.577032201914708,4.499571342364573,2.471788172020865,77.27978413614093,9.473725907600098,5.749511833283905,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,6.06636706846161,25.122838405075452,0.0,19.280130997487447,14.268263091671919,5.969305287951849,0.0,0.0,0.0,6.923737199690624,13.716679505790452,29.828919765543436,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,0.0,19.6859847937423,4.736862953800049,0.0,17.28172587545944,24.26546827384644,0.0,0.0,0.0,35.53,0.0,4.794537184071822,0.0,5.969305287951849,17.919845289493818,0.0,0.0,38.299003014814595,0.0,0.0,9.473725907600098,9.808291997354498,0.0,11.23505007558579,0.0,0.5150000000000003,0.33977135298563943,6.881268896447468,0.0,2.1608286092214666,1.5597890684051399,0.3,13.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.8719,48.95050000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.384615384615385
OB(O)c1c(OC)cccc1,8.811203703703704,8.811203703703704,0.38425925925925974,-1.466527777777778,0.5546062783600426,9.363636363636363,151.958,142.88599999999997,152.064474548,58.0,0.0,0.49174619583654683,-0.49712465382822085,0.49712465382822085,0.49174619583654683,1.2727272727272727,1.9090909090909092,2.3636363636363638,16.46760801417791,9.795247885682095,2.1441858667277307,-2.0490718200661724,2.0426086322588213,-2.3035194697018095,6.592502949678684,0.40298836669294824,2.041531282186142,3.0207257855188043,236.88222484795855,8.267584713501616,6.18942682741191,6.18942682741191,5.253218857624055,3.2447956189745564,3.2447956189745564,2.115619172982712,2.115619172982712,1.417095937168283,1.417095937168283,0.8797327152105071,0.8797327152105071,-0.9950649350649352,336.85266156071344,8.104885738628568,3.4117707061874136,1.724967750558087,65.39096198428602,14.784908103932056,5.749511833283905,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,18.19910120538483,6.06636706846161,5.462803260414833,7.109797541277533,14.784908103932056,12.581195594639196,0.0,0.0,0.0,0.0,7.109797541277533,24.26546827384644,0.0,5.749511833283905,10.199666214214883,0.0,5.749511833283905,0.0,24.276235025633902,0.0,0.0,0.0,24.26546827384644,0.0,0.0,0.0,49.69,7.118392334224363,0.0,0.0,0.0,11.212315093698738,0.0,7.109797541277533,24.26546827384644,0.0,0.0,14.784908103932056,4.886620370370371,0.0,0.0,17.622407407407408,0.38425925925925974,0.4884259259259265,6.764166666666667,0.0,0.0,0.02078703703703666,0.14285714285714285,11.0,2.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,4.0,2.0,0.0,0.0,0.0,1.0,-0.6250000000000004,42.81960000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.363636363636363
CCOC(=O)c1c(OC)cccc1,11.322175925925926,11.322175925925926,0.34726851851851825,-0.34726851851851825,0.6659696050593361,9.384615384615385,180.203,168.10699999999997,180.078644244,70.0,0.0,0.34140601642493273,-0.49585550914520365,0.49585550914520365,0.34140601642493273,1.3846153846153846,2.076923076923077,2.6923076923076925,16.534806203233,10.181030440318661,2.106230038911459,-2.0577465251342306,2.1727151351715146,-2.0571290067364973,5.919368843467886,0.05225012368220155,2.1796287342111245,2.916770568711426,293.9762618127396,9.681798275874712,7.741252729336642,7.741252729336642,6.29122366008484,4.093752911130644,4.093752911130644,2.4207537431884436,2.4207537431884436,1.6023196226462983,1.6023196226462983,1.0221217947769923,1.0221217947769923,-1.5099999999999998,974.2940441923727,9.577032201914708,4.499571342364573,2.2116532930697046,77.27978413614092,9.473725907600098,11.3129633249809,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,12.13273413692322,19.056471336613843,0.0,13.716679505790452,14.268263091671919,5.969305287951849,0.0,0.0,0.0,6.923737199690624,13.716679505790452,29.828919765543436,0.0,5.749511833283905,4.736862953800049,0.0,5.749511833283905,0.0,19.6859847937423,4.736862953800049,0.0,17.28172587545944,24.26546827384644,0.0,0.0,0.0,35.53,0.0,4.794537184071822,0.0,5.969305287951849,17.919845289493818,0.0,7.109797541277533,25.122838405075452,6.06636706846161,0.0,9.473725907600098,9.863436318972035,0.0,11.322175925925926,0.0,0.4646759259259263,0.19527777777777855,6.985528155706726,0.0,2.1430536659108093,1.5258522297808013,0.3,13.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,1.0,1.8719,48.95050000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.384615384615385
OB(O)c1cc(OC)c(OC)cc1,8.866449357520786,8.866449357520786,0.3728240740740745,-1.4862906273620562,0.6114727681746772,9.538461538461538,181.98399999999998,170.89599999999996,182.075039232,70.0,0.0,0.48805985913296146,-0.49288868433091915,0.49288868433091915,0.48805985913296146,1.0769230769230769,1.6923076923076923,2.1538461538461537,16.50795759411644,9.801176143826153,2.131781259067632,-2.080903031451877,2.2361666781446945,-2.2910286197976055,6.58200376635108,0.3545867523941094,2.161778267175243,3.0545477605166513,287.4725576000726,9.844934982691242,7.520324848686146,7.520324848686146,6.185070510202192,3.7678516571933103,3.7678516571933103,2.48808967490195,2.48808967490195,1.7057390863799453,1.7057390863799453,1.0134156086402633,1.0134156086402633,-1.1950649350649352,862.5495286029219,9.889645399595892,4.158399147437974,2.1356379544997983,76.86944932818953,19.521771057732103,0.0,11.49902366656781,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,6.06636706846161,17.595537397338052,0.0,14.219595082555067,19.521771057732103,12.581195594639196,0.0,0.0,0.0,0.0,14.219595082555067,18.19910120538483,0.0,11.49902366656781,14.936529168014932,0.0,11.49902366656781,0.0,31.386032566911435,0.0,0.0,0.0,18.19910120538483,0.0,0.0,0.0,58.92,7.118392334224363,0.0,0.0,0.0,16.961826926982642,0.0,20.285962151016676,12.13273413692322,0.0,0.0,19.521771057732103,9.962496220710506,0.0,0.0,17.73289871504157,0.3728240740740745,1.0416666666666674,4.697546296296297,0.0,0.0,1.5259013605442175,0.25,13.0,2.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,5.0,3.0,0.0,0.0,0.0,1.0,-0.6164000000000003,49.37160000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.538461538461538
CCOC(=O)c1cc(OC)c(OC)cc1,11.39386290627362,11.39386290627362,0.35434326971529373,-0.36254346182917563,0.7116150035305107,9.533333333333333,210.22899999999998,196.11699999999996,210.089208928,82.0,0.0,0.3377515473511272,-0.4928694892449257,0.4928694892449257,0.3377515473511272,1.2,1.8666666666666667,2.4,16.5334299372656,10.175244046516285,2.102636748038625,-2.0827234400442602,2.2715130794175598,-2.0458611936204267,5.897649687767976,0.05256578349754406,2.280198073159968,2.9702871310558376,346.4412000308171,11.259148545064338,9.072150750610877,9.072150750610877,7.223075312662977,4.616808949349398,4.616808949349398,2.7902327130358273,2.7902327130358273,1.8946746046042433,1.8946746046042433,1.1776223028009887,1.1776223028009887,-1.71,2462.613919012765,11.365244544770505,5.240223135362096,2.619162809823041,88.75827148004441,14.210588861400147,0.0,11.49902366656781,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,0.0,25.122838405075452,0.0,26.38992853876498,19.005126045471968,5.969305287951849,0.0,0.0,0.0,6.923737199690624,20.826477047067986,23.762552697081826,0.0,11.49902366656781,9.473725907600098,0.0,11.49902366656781,0.0,26.795782335019833,4.736862953800049,0.0,17.28172587545944,18.19910120538483,0.0,0.0,0.0,44.760000000000005,0.0,4.794537184071822,0.0,5.969305287951849,23.669357122777722,0.0,7.109797541277533,32.232635946352985,0.0,0.0,14.210588861400147,14.991828703703703,0.0,11.39386290627362,0.0,0.45324074074074105,0.7426431405895704,4.904027777777777,0.0,2.1168983056185438,3.064165091962711,0.36363636363636365,15.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,1.8804999999999998,55.50250000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.533333333333333
CCOC(=O)c1ccc(C)cc1,11.133753779289494,11.133753779289494,0.25231481481481444,-0.25231481481481444,0.6260132870839483,9.5,164.20399999999998,152.10799999999998,164.083729624,64.0,0.0,0.3376074638359228,-0.46239132404956595,0.46239132404956595,0.3376074638359228,1.3333333333333333,1.9166666666666667,2.4166666666666665,16.532105642100106,10.149742302492578,2.0309477015760704,-2.0028992462018413,2.0372589045871274,-2.0339880260221617,5.888363987080767,0.052614638024867336,2.057933877254582,2.753742758109602,261.6719978261822,8.974691494688164,7.333004438872778,7.333004438872778,5.736382105218448,3.9753974112911425,3.9753974112911425,2.586495584241923,2.586495584241923,1.5627010225669222,1.5627010225669222,0.9040716464098568,0.9040716464098568,-1.31,535.0628080861914,8.783545369504209,3.90441914542027,2.087500407228809,72.16623890663405,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,17.696185628620217,25.980208536304467,0.0,12.170333456209914,9.53140013787187,5.969305287951849,0.0,0.0,0.0,13.847474399381248,6.606881964512918,35.392371257240434,0.0,0.0,0.0,0.0,0.0,0.0,12.576187252464766,4.736862953800049,6.923737199690624,22.845177367156435,24.26546827384644,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951849,12.170333456209914,5.563451491696996,0.0,19.056471336613843,19.056471336613843,0.0,4.736862953800049,4.8288529856387,0.0,11.133753779289494,0.0,1.7550911753590328,-0.25231481481481444,7.3325,0.0,4.202116874527589,0.0,0.3,12.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.1717199999999997,47.13550000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
OB(O)c1cc(C)ccc1,8.703703703703704,8.703703703703704,0.541666666666667,-1.3473148148148153,0.5188399684293348,9.5,135.95899999999997,126.88699999999997,136.069559928,52.0,0.0,0.4879273127591059,-0.42317685761745816,0.4879273127591059,0.42317685761745816,1.3,2.0,2.4,16.376429634752142,9.796860071171091,2.082922432775048,-1.9780869583419391,1.9200732940216054,-2.2906051089091166,6.581040714286907,0.42550078107893835,1.8757135518200394,2.955063748648017,222.60102103799036,7.560477932315068,5.781178536948046,5.781178536948046,4.698377302757663,3.126440119135054,3.126440119135054,2.2878068698019947,2.2878068698019947,1.3402718552887336,1.3402718552887336,0.8307228861929955,0.8307228861929955,-0.7950649350649353,178.19278742290373,7.313572441836218,2.859330416502146,1.5908601863417038,60.27741675477914,10.048045150132006,0.0,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,29.828919765543436,12.386540460105458,0.0,0.0,10.048045150132006,12.581195594639196,0.0,0.0,0.0,6.923737199690624,0.0,29.828919765543436,0.0,0.0,5.462803260414833,0.0,0.0,0.0,17.16643748435637,0.0,6.923737199690624,5.563451491696996,24.26546827384644,0.0,0.0,0.0,40.46,7.118392334224363,0.0,0.0,0.0,5.462803260414833,5.563451491696996,0.0,18.19910120538483,12.990104268152233,0.0,10.048045150132006,0.0,0.0,0.0,17.40740740740741,1.57462962962963,0.0,7.123333333333333,0.0,1.908611111111111,-1.3473148148148153,0.14285714285714285,10.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,-0.32518,41.004600000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
CCOC(=O)c1cccc(C)c1,11.174675925925925,11.174675925925925,0.24888888888888872,-0.24888888888888872,0.6260132870839483,9.5,164.20399999999998,152.10799999999998,164.083729624,64.0,0.0,0.3376172456074621,-0.4623912062465839,0.4623912062465839,0.3376172456074621,1.5,2.25,2.8333333333333335,16.53210828949543,10.14077987033603,2.037239729406844,-2.0082658416462933,2.045136243151508,-2.0370217876160432,5.890076706296648,0.05260256316338309,2.0475282271997086,2.8075013779791247,278.9219978261821,8.974691494688164,7.333004438872778,7.333004438872778,5.736382105218448,3.9753974112911425,3.9753974112911425,2.5899499079358717,2.5899499079358717,1.529207373513032,1.529207373513032,0.9864621807108682,0.9864621807108682,-1.31,526.2147543903251,8.783545369504209,3.90441914542027,2.087500407228809,72.16623890663404,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,17.696185628620217,25.980208536304467,0.0,12.170333456209914,9.53140013787187,5.969305287951849,0.0,0.0,0.0,13.847474399381248,6.606881964512918,35.392371257240434,0.0,0.0,0.0,0.0,0.0,0.0,12.576187252464766,4.736862953800049,6.923737199690624,22.845177367156435,24.26546827384644,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951849,12.170333456209914,5.563451491696996,0.0,12.990104268152233,25.122838405075456,0.0,4.736862953800049,4.843981481481482,0.0,11.174675925925925,0.0,1.6920398715041576,-0.24888888888888872,7.368352229780801,0.0,4.169839380196524,0.0,0.3,12.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.1717200000000005,47.13550000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
OB(O)c1c(C)cccc1,8.760092592592592,8.760092592592592,0.5717592592592595,-1.3461111111111113,0.5188399684293348,9.5,135.95899999999997,126.88699999999997,136.069559928,52.0,0.0,0.48819174173699703,-0.4231707786283825,0.48819174173699703,0.4231707786283825,1.2,1.8,2.2,16.376475872652055,9.77408317403068,2.1098879127561507,-2.007699900339633,1.9211163874796156,-2.3115381590500808,6.58663090342994,0.42529738675315776,1.8787445285930133,3.0313278985819716,222.60102103799036,7.560477932315068,5.781178536948047,5.781178536948047,4.71521405516327,3.1324231832787617,3.1324231832787617,2.2302569595318698,2.2302569595318698,1.4666320236743038,1.4666320236743038,0.8764889977332427,0.8764889977332427,-0.7950649350649353,182.2382192735223,7.313572441836218,2.859330416502146,1.374757340862044,60.277416754779146,10.048045150132006,0.0,0.0,0.0,0.0,7.118392334224363,0.0,0.0,0.0,0.0,29.828919765543436,12.386540460105458,0.0,0.0,10.048045150132006,12.581195594639196,0.0,0.0,0.0,6.923737199690624,0.0,29.828919765543436,0.0,0.0,5.462803260414833,0.0,0.0,0.0,17.16643748435637,0.0,6.923737199690624,5.563451491696996,24.26546827384644,0.0,0.0,0.0,40.46,7.118392334224363,0.0,0.0,0.0,5.462803260414833,5.563451491696996,0.0,12.13273413692322,19.056471336613843,0.0,10.048045150132006,0.0,0.0,0.0,17.520185185185184,1.4722222222222228,0.0,7.178333333333333,0.0,1.842037037037037,-1.3461111111111113,0.14285714285714285,10.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,1.0,-0.32518000000000025,41.004600000000025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
CCOC(=O)c1c(C)cccc1,11.243287037037037,11.243287037037037,0.24018518518518484,-0.24018518518518484,0.6260132870839483,9.5,164.204,152.10799999999998,164.083729624,64.0,0.0,0.3378792881214694,-0.4623841216196774,0.4623841216196774,0.3378792881214694,1.4166666666666667,2.0833333333333335,2.6666666666666665,16.53214907320973,10.108097200061987,2.067446267248787,-2.029794947405892,2.073862067053315,-2.054644993189106,5.9039726132975625,0.05253078480069532,2.05311741097013,2.8720351100312476,278.9219978261821,8.974691494688164,7.333004438872779,7.333004438872779,5.753218857624056,3.98138047543485,3.98138047543485,2.5353915297376015,2.5353915297376015,1.6404126706458089,1.6404126706458089,1.0107731948358156,1.0107731948358156,-1.31,539.9698790851442,8.783545369504209,3.90441914542027,1.8448445717038684,72.16623890663405,4.736862953800049,0.0,0.0,0.0,0.0,5.969305287951849,0.0,4.794537184071822,0.0,0.0,18.19910120538483,25.477292959539852,0.0,12.170333456209914,9.53140013787187,5.969305287951849,0.0,0.0,0.0,13.847474399381248,6.606881964512918,35.392371257240434,0.0,0.0,0.0,0.0,0.0,0.0,12.576187252464766,4.736862953800049,6.923737199690624,22.845177367156435,24.26546827384644,0.0,0.0,0.0,26.3,0.0,4.794537184071822,0.0,5.969305287951849,12.170333456209914,5.563451491696996,0.0,12.990104268152233,25.122838405075452,0.0,4.736862953800049,4.869814814814815,0.0,11.243287037037037,0.0,1.6067592592592597,-0.24018518518518484,7.3996948223733945,0.0,4.120629251700681,0.0,0.3,12.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,1.0,2.1717200000000005,47.13550000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
