idx,metrics,AD_type,judge_value,y_pred,y_true
124,199.24643689964722,OAD,103.16139849408466,59.300552,92.0
125,140.24116802944158,OAD,103.16139849408466,14.601631,0.0
126,417.3718621163856,OAD,103.16139849408466,83.71592,78.0
127,294.10102769679764,OAD,103.16139849408466,78.9985,76.0
128,197.32869566243767,OAD,103.16139849408466,86.289055,77.0
129,222.35050249486108,OAD,103.16139849408466,78.169945,80.0
130,216.6855008056489,OAD,103.16139849408466,76.24014,73.0
131,237.7683137160115,OAD,103.16139849408466,83.64589,75.0
132,204.89412540424325,OAD,103.16139849408466,75.78684,83.0
133,314.67910999222477,OAD,103.16139849408466,77.38249,83.0
134,240.13263117601937,OAD,103.16139849408466,87.915306,86.0
135,163.39167429977354,OAD,103.16139849408466,55.31196,78.0
136,229.58104923748232,OAD,103.16139849408466,54.27612,65.0
137,354.2454705480949,OAD,103.16139849408466,72.54931,81.0
138,384.76507320837175,OAD,103.16139849408466,76.79117,88.0
139,393.59352131752394,OAD,103.16139849408466,61.270935,78.0
140,201.63996210808324,OAD,98.4746355534656,59.225174,63.0
141,211.4088367494246,OAD,98.4746355534656,47.666508,7.0
142,198.46870981238166,OAD,98.4746355534656,60.00498,75.0
143,225.47035460274316,OAD,98.4746355534656,49.494816,90.0
144,154.27854796280138,OAD,98.4746355534656,56.619186,65.0
145,195.0779484478153,OAD,98.4746355534656,48.661713,58.0
146,168.99824428863803,OAD,98.4746355534656,44.44309,45.0
147,190.57848032187275,OAD,98.4746355534656,40.844215,0.0
148,184.38840219006724,OAD,98.4746355534656,59.67603,70.0
149,244.96641974669797,OAD,98.4746355534656,22.885464,0.0
150,222.84752209553363,OAD,98.4746355534656,39.77102,25.0
151,267.4295056017154,OAD,98.4746355534656,44.248177,80.0
152,283.11998005611326,OAD,98.4746355534656,41.146477,76.0
153,287.64530009081915,OAD,98.4746355534656,34.771175,67.0
154,289.8672217049831,OAD,98.4746355534656,47.768246,53.0
155,307.95313955426946,OAD,98.4746355534656,37.281384,78.0
156,360.2167912363502,OAD,98.4746355534656,39.81088,60.0
157,225.111610678041,OAD,98.4746355534656,48.80953,100.0
158,225.63265285616188,OAD,98.4746355534656,42.100864,84.0
159,220.13562161761598,OAD,98.4746355534656,45.047474,90.0
160,254.91924563762257,OAD,98.4746355534656,47.49935,92.0
161,257.52056311559653,OAD,98.4746355534656,56.835197,99.0
162,275.18301403234597,OAD,98.4746355534656,57.739098,92.0
163,269.4318878011853,OAD,98.4746355534656,57.444595,91.0
164,298.34939615598626,OAD,98.4746355534656,47.75963,73.0
165,304.70589956866553,OAD,98.4746355534656,52.44153,95.0
166,273.9049270205816,OAD,98.4746355534656,54.966957,85.0
167,375.2202598424169,OAD,98.4746355534656,52.503925,98.0
168,270.41310440051546,OAD,98.4746355534656,57.857597,95.0
169,306.48598543506824,OAD,98.4746355534656,67.21675,53.0
170,259.1909789564666,OAD,98.4746355534656,72.81778,70.0
171,246.8741777674246,OAD,98.4746355534656,62.472687,57.0
172,175.24689188830303,OAD,98.4746355534656,67.98569,73.0
173,281.69049726861175,OAD,98.4746355534656,57.659904,92.0
174,279.8959131716942,OAD,98.4746355534656,57.668964,96.0
175,281.7308757402065,OAD,98.4746355534656,52.406685,82.0
176,278.99167893683386,OAD,98.4746355534656,67.78235,95.0
177,288.74437767257353,OAD,98.4746355534656,61.32118,45.0
178,183.50043794124318,OAD,105.66386722704863,86.92339,94.0
179,186.12879741706882,OAD,105.66386722704863,84.72623,64.0
180,239.0284954980495,OAD,105.66386722704863,77.93013,61.0
181,229.07941352481717,OAD,105.66386722704863,78.36823,67.0
182,189.016970338982,OAD,105.66386722704863,87.24353,65.0
183,191.64532981480767,OAD,105.66386722704863,85.781265,75.0
184,242.88417558333208,OAD,105.66386722704863,78.49389,75.0
185,228.76020457136525,OAD,105.66386722704863,87.295135,64.0
186,234.27673696910404,OAD,105.66386722704863,88.30222,80.0
187,183.50043794124318,OAD,105.66386722704863,80.68192,46.0
188,189.016970338982,OAD,105.66386722704863,83.17434,19.0
189,357.4906265693094,OAD,105.66386722704863,68.59511,8.0
190,182.2375707842835,OAD,105.66386722704863,86.44496,52.0
191,189.01697033898193,OAD,105.66386722704863,86.77053,41.0
192,227.4973374144056,OAD,105.66386722704863,86.432816,28.0
193,234.27673696910406,OAD,105.66386722704863,88.35788,40.0
194,253.85983962320063,OAD,105.66386722704863,67.10225,11.0
195,259.3763720209394,OAD,105.66386722704863,75.50737,10.0
196,183.97410465503913,OAD,105.66386722704863,86.847145,68.0
197,183.1057156797466,OAD,105.66386722704863,82.278404,95.0
198,244.48327601489058,OAD,105.66386722704863,77.52878,0.0
199,183.1057156797466,OAD,105.66386722704863,82.278404,91.0
200,181.0610053254619,OAD,105.66386722704863,79.50393,91.0
201,156.34123586570024,OAD,105.66386722704863,89.26072,87.0
202,281.0415492347043,OAD,105.66386722704863,79.77821,78.0
203,146.44493793886903,OAD,105.66386722704863,63.90771,89.0
204,177.94536508431034,OAD,105.66386722704863,65.61583,68.0
205,176.28012300226524,OAD,105.66386722704863,60.14061,60.0
206,215.43851537573636,OAD,105.66386722704863,69.24736,67.0
207,189.71017008312273,OAD,105.66386722704863,86.07702,91.0
208,253.99443918010877,OAD,105.66386722704863,75.82843,90.0
209,260.65324011167945,OAD,105.66386722704863,79.14571,75.0
210,215.82123097968872,OAD,105.66386722704863,76.48155,87.0
211,260.46464006175347,OAD,105.66386722704863,78.946724,72.0
212,271.4225334136579,OAD,105.66386722704863,81.160385,75.0
213,241.00775654571305,OAD,105.66386722704863,84.63796,95.0
214,276.81266000580047,OAD,105.66386722704863,82.29575,92.0
